x,y,z,w,rho,grad,tau,exchange,reference
3.418640934641e-05,0.0,-1.3244972284931,8.6386209062645e-16,21.784196899811,9.2359481157044,117.40526140489,-15.838114822809,  -0.198025665303033E+001
-3.418640934641e-05,0.0,-1.3244972284931,8.6386209062645e-16,21.784196899811,9.2359481157044,117.40526140489,-15.838114822809,  -0.198025665303033E+001
0.0,3.418640934641e-05,-1.3244972284931,8.6386209062645e-16,21.784196899811,9.2359481157044,117.40526140489,-15.838114822809,  -0.198025665303033E+001
0.0,-3.418640934641e-05,-1.3244972284931,8.6386209062645e-16,21.784196899811,9.2359481157044,117.40526140489,-15.838114822809,  -0.198025665303033E+001
0.0,0.0,-1.3244630420838,8.6386209062645e-16,21.784494820713,5.6589064440796,117.10426382547,-15.83834492591,  -0.198029234608699E+001
0.0,0.0,-1.3245314149025,8.6386209062645e-16,21.78389885006,11.774022010038,117.70626251596,-15.837884642042,  -0.198022093384488E+001
1.9737532638777e-05,1.9737532638777e-05,-1.3244774909605,3.6381638495447e-15,21.784368920245,7.3848671583773,117.23147994049,-15.838247682372,  -0.198027726361421E+001
-1.9737532638777e-05,1.9737532638777e-05,-1.3244774909605,3.6381638495447e-15,21.784368920245,7.3848671583773,117.23147994049,-15.838247682372,  -0.198027726361421E+001
1.9737532638777e-05,-1.9737532638777e-05,-1.3244774909605,3.6381638495447e-15,21.784368920245,7.3848671583773,117.23147994049,-15.838247682372,  -0.198027726361421E+001
-1.9737532638777e-05,-1.9737532638777e-05,-1.3244774909605,3.6381638495447e-15,21.784368920245,7.3848671583773,117.23147994049,-15.838247682372,  -0.198027726361421E+001
1.9737532638777e-05,1.9737532638777e-05,-1.3245169660258,3.6381638495447e-15,21.784024836428,10.774243639022,117.5790440465,-15.837981937357,  -0.198023603373676E+001
-1.9737532638777e-05,1.9737532638777e-05,-1.3245169660258,3.6381638495447e-15,21.784024836428,10.774243639022,117.5790440465,-15.837981937357,  -0.198023603373676E+001
1.9737532638777e-05,-1.9737532638777e-05,-1.3245169660258,3.6381638495447e-15,21.784024836428,10.774243639022,117.5790440465,-15.837981937357,  -0.198023603373676E+001
-1.9737532638777e-05,-1.9737532638777e-05,-1.3245169660258,3.6381638495447e-15,21.784024836428,10.774243639022,117.5790440465,-15.837981937357,  -0.198023603373676E+001
1.2018711996841e-05,1.2018711996841e-05,-1.324467566873,3.4872129929415e-15,21.784455396381,6.2508001261427,117.14410257132,-15.838314474757,  -0.198028762338371E+001
-1.2018711996841e-05,1.2018711996841e-05,-1.324467566873,3.4872129929415e-15,21.784455396381,6.2508001261427,117.14410257132,-15.838314474757,  -0.198028762338371E+001
1.2018711996841e-05,-1.2018711996841e-05,-1.324467566873,3.4872129929415e-15,21.784455396381,6.2508001261427,117.14410257132,-15.838314474757,  -0.198028762338371E+001
-1.2018711996841e-05,-1.2018711996841e-05,-1.324467566873,3.4872129929415e-15,21.784455396381,6.2508001261427,117.14410257132,-15.838314474757,  -0.198028762338371E+001
1.2018711996841e-05,1.2018711996841e-05,-1.3245268901132,3.4872129929415e-15,21.783938306243,11.470270533461,117.66642289711,-15.837915112394,  -0.198022566300687E+001
-1.2018711996841e-05,1.2018711996841e-05,-1.3245268901132,3.4872129929415e-15,21.783938306243,11.470270533461,117.66642289711,-15.837915112394,  -0.198022566300687E+001
1.2018711996841e-05,-1.2018711996841e-05,-1.3245268901132,3.4872129929415e-15,21.783938306243,11.470270533461,117.66642289711,-15.837915112394,  -0.198022566300687E+001
-1.2018711996841e-05,-1.2018711996841e-05,-1.3245268901132,3.4872129929415e-15,21.783938306243,11.470270533461,117.66642289711,-15.837915112394,  -0.198022566300687E+001
1.2018711996841e-05,2.9661620115467e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440372E+001
-1.2018711996841e-05,2.9661620115467e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440372E+001
1.2018711996841e-05,-2.9661620115467e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440372E+001
-1.2018711996841e-05,-2.9661620115467e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440372E+001
1.2018711996841e-05,2.9661620115467e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842756E+001
-1.2018711996841e-05,2.9661620115467e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842756E+001
1.2018711996841e-05,-2.9661620115467e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842756E+001
-1.2018711996841e-05,-2.9661620115467e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842756E+001
2.9661620115467e-05,1.2018711996841e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440352E+001
-2.9661620115467e-05,1.2018711996841e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440372E+001
2.9661620115467e-05,-1.2018711996841e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440372E+001
-2.9661620115467e-05,-1.2018711996841e-05,-1.3244852097811,3.4872129929415e-15,21.784301652772,8.1588239348755,117.29944107893,-15.838195727636,  -0.198026920440352E+001
2.9661620115467e-05,1.2018711996841e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842756E+001
-2.9661620115467e-05,1.2018711996841e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842755E+001
2.9661620115467e-05,-1.2018711996841e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842755E+001
-2.9661620115467e-05,-1.2018711996841e-05,-1.3245092472051,3.4872129929415e-15,21.784092130925,10.200228980059,117.51108216735,-15.838033908382,  -0.198024409842756E+001
2.2447922512114e-05,2.2447922512114e-05,-1.3244845441668,3.6439290376047e-15,21.784307453683,8.0949938681115,117.29358060322,-15.838200207986,  -0.198026989942332E+001
-2.2447922512114e-05,2.2447922512114e-05,-1.3244845441668,3.6439290376047e-15,21.784307453683,8.0949938681115,117.29358060322,-15.838200207986,  -0.198026989942332E+001
2.2447922512114e-05,-2.2447922512114e-05,-1.3244845441668,3.6439290376047e-15,21.784307453683,8.0949938681115,117.29358060322,-15.838200207986,  -0.198026989942332E+001
-2.2447922512114e-05,-2.2447922512114e-05,-1.3244845441668,3.6439290376047e-15,21.784307453683,8.0949938681115,117.29358060322,-15.838200207986,  -0.198026989942332E+001
2.2447922512114e-05,2.2447922512114e-05,-1.3245099128194,3.6439290376047e-15,21.784086328201,10.250989778127,117.51694269274,-15.838029426939,  -0.198024340304039E+001
-2.2447922512114e-05,2.2447922512114e-05,-1.3245099128194,3.6439290376047e-15,21.784086328201,10.250989778127,117.51694269274,-15.838029426939,  -0.198024340304039E+001
2.2447922512114e-05,-2.2447922512114e-05,-1.3245099128194,3.6439290376047e-15,21.784086328201,10.250989778127,117.51694269274,-15.838029426939,  -0.198024340304039E+001
-2.2447922512114e-05,-2.2447922512114e-05,-1.3245099128194,3.6439290376047e-15,21.784086328201,10.250989778127,117.51694269274,-15.838029426939,  -0.198024340304039E+001
