x,y,z,w,rho,grad,tau,exchange,reference
4.444468380978100.E-05,0.000000000000000.E+00,-7.022054529624500.E-01,1.898206311140100.E-15,3.420387059282400.E-01,1.935261518330400.E-01,1.368718320258000.E-02,-1.536163966612100.E-01,-1.986070955307850.E-02
-4.444468380978100.E-05,0.000000000000000.E+00,-7.022054529624500.E-01,1.898206311140100.E-15,3.420387059282400.E-01,1.935261518330400.E-01,1.368718320258000.E-02,-1.536163966612100.E-01,-1.986070955307850.E-02
0.000000000000000.E+00,4.444468380978100.E-05,-7.022054529624500.E-01,1.898206311140100.E-15,3.420387059282400.E-01,1.935261518330400.E-01,1.368718320258000.E-02,-1.536163966612100.E-01,-1.986070955307850.E-02
0.000000000000000.E+00,-4.444468380978100.E-05,-7.022054529624500.E-01,1.898206311140100.E-15,3.420387059282400.E-01,1.935261518330400.E-01,1.368718320258000.E-02,-1.536163966612100.E-01,-1.986070955307850.E-02
0.000000000000000.E+00,0.000000000000000.E+00,-7.021610082786400.E-01,1.898206311140100.E-15,3.420473074570400.E-01,1.933681279562300.E-01,1.366449614356100.E-02,-1.536221271389500.E-01,-1.986111480050490.E-02
0.000000000000000.E+00,0.000000000000000.E+00,-7.022498976462600.E-01,1.898206311140100.E-15,3.420301050465900.E-01,1.936840186464200.E-01,1.370986739380600.E-02,-1.536106666552200.E-01,-1.986030435610900.E-02
2.566015016162500.E-05,2.566015016162500.E-05,-7.021797928122900.E-01,7.994314897137500.E-15,3.420436719442500.E-01,1.934349358933900.E-01,1.367408517288000.E-02,-1.536197050965200.E-01,-1.986094351663330.E-02
-2.566015016162500.E-05,2.566015016162500.E-05,-7.021797928122900.E-01,7.994314897137500.E-15,3.420436719442500.E-01,1.934349358933900.E-01,1.367408517288000.E-02,-1.536197050965200.E-01,-1.986094351663330.E-02
2.566015016162500.E-05,-2.566015016162500.E-05,-7.021797928122900.E-01,7.994314897137500.E-15,3.420436719442500.E-01,1.934349358933900.E-01,1.367408517288000.E-02,-1.536197050965200.E-01,-1.986094351663330.E-02
-2.566015016162500.E-05,-2.566015016162500.E-05,-7.021797928122900.E-01,7.994314897137500.E-15,3.420436719442500.E-01,1.934349358933900.E-01,1.367408517288000.E-02,-1.536197050965200.E-01,-1.986094351663330.E-02
2.566015016162500.E-05,2.566015016162500.E-05,-7.022311131126200.E-01,7.994314897137500.E-15,3.420337401279500.E-01,1.936173154182500.E-01,1.370028027634900.E-02,-1.536130883831600.E-01,-1.986047560634370.E-02
-2.566015016162500.E-05,2.566015016162500.E-05,-7.022311131126200.E-01,7.994314897137500.E-15,3.420337401279500.E-01,1.936173154182500.E-01,1.370028027634900.E-02,-1.536130883831600.E-01,-1.986047560634370.E-02
2.566015016162500.E-05,-2.566015016162500.E-05,-7.022311131126200.E-01,7.994314897137500.E-15,3.420337401279500.E-01,1.936173154182500.E-01,1.370028027634900.E-02,-1.536130883831600.E-01,-1.986047560634370.E-02
-2.566015016162500.E-05,-2.566015016162500.E-05,-7.022311131126200.E-01,7.994314897137500.E-15,3.420337401279500.E-01,1.936173154182500.E-01,1.370028027634900.E-02,-1.536130883831600.E-01,-1.986047560634370.E-02
1.562515235477700.E-05,1.562515235477700.E-05,-7.021668908159000.E-01,7.662623216503100.E-15,3.420461689527100.E-01,1.933890524562300.E-01,1.366749908514900.E-02,-1.536213686466000.E-01,-1.986106116052680.E-02
-1.562515235477700.E-05,1.562515235477700.E-05,-7.021668908159000.E-01,7.662623216503100.E-15,3.420461689527100.E-01,1.933890524562300.E-01,1.366749908514900.E-02,-1.536213686466000.E-01,-1.986106116052680.E-02
1.562515235477700.E-05,-1.562515235477700.E-05,-7.021668908159000.E-01,7.662623216503100.E-15,3.420461689527100.E-01,1.933890524562300.E-01,1.366749908514900.E-02,-1.536213686466000.E-01,-1.986106116052680.E-02
-1.562515235477700.E-05,-1.562515235477700.E-05,-7.021668908159000.E-01,7.662623216503100.E-15,3.420461689527100.E-01,1.933890524562300.E-01,1.366749908514900.E-02,-1.536213686466000.E-01,-1.986106116052680.E-02
1.562515235477700.E-05,1.562515235477700.E-05,-7.022440151090100.E-01,7.662623216503100.E-15,3.420312433909600.E-01,1.936631329716700.E-01,1.370686516112100.E-02,-1.536114250309600.E-01,-1.986035798361450.E-02
-1.562515235477700.E-05,1.562515235477700.E-05,-7.022440151090100.E-01,7.662623216503100.E-15,3.420312433909600.E-01,1.936631329716700.E-01,1.370686516112100.E-02,-1.536114250309600.E-01,-1.986035798361450.E-02
1.562515235477700.E-05,-1.562515235477700.E-05,-7.022440151090100.E-01,7.662623216503100.E-15,3.420312433909600.E-01,1.936631329716700.E-01,1.370686516112100.E-02,-1.536114250309600.E-01,-1.986035798361450.E-02
-1.562515235477700.E-05,-1.562515235477700.E-05,-7.022440151090100.E-01,7.662623216503100.E-15,3.420312433909600.E-01,1.936631329716700.E-01,1.370686516112100.E-02,-1.536114250309600.E-01,-1.986035798361450.E-02
1.562515235477700.E-05,3.856214655243400.E-05,-7.021898278101000.E-01,7.662623216503100.E-15,3.420417298426400.E-01,1.934706142440600.E-01,1.367920757548900.E-02,-1.536184112373100.E-01,-1.986085201774570.E-02
-1.562515235477700.E-05,3.856214655243400.E-05,-7.021898278101000.E-01,7.662623216503100.E-15,3.420417298426400.E-01,1.934706142440600.E-01,1.367920757548900.E-02,-1.536184112373100.E-01,-1.986085201774570.E-02
1.562515235477700.E-05,-3.856214655243400.E-05,-7.021898278101000.E-01,7.662623216503100.E-15,3.420417298426400.E-01,1.934706142440600.E-01,1.367920757548900.E-02,-1.536184112373100.E-01,-1.986085201774570.E-02
-1.562515235477700.E-05,-3.856214655243400.E-05,-7.021898278101000.E-01,7.662623216503100.E-15,3.420417298426400.E-01,1.934706142440600.E-01,1.367920757548900.E-02,-1.536184112373100.E-01,-1.986085201774570.E-02
1.562515235477700.E-05,3.856214655243400.E-05,-7.022210781148100.E-01,7.662623216503100.E-15,3.420356820938300.E-01,1.935816700094300.E-01,1.369515847522000.E-02,-1.536143821434200.E-01,-1.986056709464560.E-02
-1.562515235477700.E-05,3.856214655243400.E-05,-7.022210781148100.E-01,7.662623216503100.E-15,3.420356820938300.E-01,1.935816700094300.E-01,1.369515847522000.E-02,-1.536143821434200.E-01,-1.986056709464560.E-02
1.562515235477700.E-05,-3.856214655243400.E-05,-7.022210781148100.E-01,7.662623216503100.E-15,3.420356820938300.E-01,1.935816700094300.E-01,1.369515847522000.E-02,-1.536143821434200.E-01,-1.986056709464560.E-02
-1.562515235477700.E-05,-3.856214655243400.E-05,-7.022210781148100.E-01,7.662623216503100.E-15,3.420356820938300.E-01,1.935816700094300.E-01,1.369515847522000.E-02,-1.536143821434200.E-01,-1.986056709464560.E-02
