x,y,z,w,rho,grad,tau,exchange,reference
7.3395291370973e-05,0.0,0.9403926013726,8.548473055416301e-15,14.853934781698,34.485878590029,349.16482275494,-5.7551468105293,  -0.411026611954994E+000
-7.3395291370973e-05,0.0,0.9403926013726,8.548473055416301e-15,14.853934781698,34.485878590029,349.16482275494,-5.7551468105293,  -0.411026611954932E+000
0.0,7.3395291370973e-05,0.9403926013726,8.548473055416301e-15,14.853934465835,34.491435325063,349.16488525788,-5.7551466985066,  -0.411026613817895E+000
0.0,-7.3395291370973e-05,0.9403926013726,8.548473055416301e-15,14.853934465835,34.491435325063,349.16488525788,-5.7551466985066,  -0.411026613817895E+000
0.0,0.0,0.94046599666397,8.548473055416301e-15,14.852001964805,48.58925814156,358.54399075248,-5.7542572653641,  -0.411021924751797E+000
0.0,0.0,0.94031920608123,8.548473055416301e-15,14.855868254303,4.0855430657228,339.78541002978,-5.7560365905483,  -0.411031318252174E+000
4.2374791230282e-05,4.2374791230282e-05,0.94043497616383,3.6001979918425997e-14,14.852818684057,43.196822958873,354.57993861559,-5.7546331653931,  -0.411023904088901E+000
-4.2374791230282e-05,4.2374791230282e-05,0.94043497616383,3.6001979918425997e-14,14.852818684057,43.196822958873,354.57993861559,-5.7546331653931,  -0.411023904088855E+000
4.2374791230282e-05,-4.2374791230282e-05,0.94043497616383,3.6001979918425997e-14,14.852818684057,43.196822958873,354.57993861559,-5.7546331653931,  -0.411023904088901E+000
-4.2374791230282e-05,-4.2374791230282e-05,0.94043497616383,3.6001979918425997e-14,14.852818684057,43.196822958873,354.57993861559,-5.7546331653931,  -0.411023904088855E+000
4.2374791230282e-05,4.2374791230282e-05,0.94035022658137,3.6001979918425997e-14,14.855050887334,22.639059119796,343.74966698704,-5.7556604592683,  -0.411029327427809E+000
-4.2374791230282e-05,4.2374791230282e-05,0.94035022658137,3.6001979918425997e-14,14.855050887334,22.639059119796,343.74966698704,-5.7556604592683,  -0.411029327427778E+000
4.2374791230282e-05,-4.2374791230282e-05,0.94035022658137,3.6001979918425997e-14,14.855050887334,22.639059119796,343.74966698704,-5.7556604592683,  -0.411029327427809E+000
-4.2374791230282e-05,-4.2374791230282e-05,0.94035022658137,3.6001979918425997e-14,14.855050887334,22.639059119796,343.74966698704,-5.7556604592683,  -0.411029327427778E+000
2.5803144751867e-05,2.5803144751867e-05,0.94045628232923,3.4508223745576e-14,14.852257708755,46.967473031058,357.3026198484,-5.7543749750069,  -0.411022544267256E+000
-2.5803144751867e-05,2.5803144751867e-05,0.94045628232923,3.4508223745576e-14,14.852257708755,46.967473031058,357.3026198484,-5.7543749750069,  -0.411022544267241E+000
2.5803144751867e-05,-2.5803144751867e-05,0.94045628232923,3.4508223745576e-14,14.852257708755,46.967473031058,357.3026198484,-5.7543749750069,  -0.411022544267256E+000
-2.5803144751867e-05,-2.5803144751867e-05,0.94045628232923,3.4508223745576e-14,14.852257708755,46.967473031058,357.3026198484,-5.7543749750069,  -0.411022544267241E+000
2.5803144751867e-05,2.5803144751867e-05,0.94032892041597,3.4508223745576e-14,14.855612270185,13.114581136522,341.02685687958,-5.7559187951595,  -0.411030694477333E+000
-2.5803144751867e-05,2.5803144751867e-05,0.94032892041597,3.4508223745576e-14,14.855612270185,13.114581136522,341.02685687958,-5.7559187951595,  -0.411030694477318E+000
2.5803144751867e-05,-2.5803144751867e-05,0.94032892041597,3.4508223745576e-14,14.855612270185,13.114581136522,341.02685687958,-5.7559187951595,  -0.411030694477333E+000
-2.5803144751867e-05,-2.5803144751867e-05,0.94032892041597,3.4508223745576e-14,14.855612270185,13.114581136522,341.02685687958,-5.7559187951595,  -0.411030694477318E+000
2.5803144751867e-05,6.368095662958e-05,0.94041840451735,3.4508223745576e-14,14.85325496027,40.01972633282,352.46227584417,-5.7548339673416,  -0.411024963329129E+000
