x,y,z,w,rho,grad,tau,exchange,reference
6.5573504071368e-05,0.0,1.9297239657725,6.0963392379481e-15,20.551209991769,39.292586378345,759.55063332371,-8.9792009848165,  -0.618548507278340E+000
-6.5573504071368e-05,0.0,1.9297239657725,6.0963392379481e-15,20.551209991769,39.292586378345,759.55063332371,-8.9792009848165,  -0.618548507278340E+000
0.0,6.5573504071368e-05,1.9297239657725,6.0963392379481e-15,20.551209991769,39.292586378345,759.55063332371,-8.9792009848165,  -0.618548507278356E+000
0.0,-6.5573504071368e-05,1.9297239657725,6.0963392379481e-15,20.551209991769,39.292586378345,759.55063332371,-8.9792009848165,  -0.618548507278356E+000
0.0,0.0,1.9297895392766,6.0963392379481e-15,20.54963883869,55.135296731188,768.64481318215,-8.9784230733318,  -0.618529727522420E+000
0.0,0.0,1.9296583922684,6.0963392379481e-15,20.552778590768,7.2563220129411,750.45715276431,-8.979977830675,  -0.618567227901547E+000
3.7858880227311e-05,3.7858880227311e-05,1.9297618246527,2.5674793778692e-14,20.550303197734,49.061607366319,764.80107519303,-8.9787519874259,  -0.618537671995158E+000
-3.7858880227311e-05,3.7858880227311e-05,1.9297618246527,2.5674793778692e-14,20.550303197734,49.061607366319,764.80107519303,-8.9787519874259,  -0.618537671995143E+000
3.7858880227311e-05,-3.7858880227311e-05,1.9297618246527,2.5674793778692e-14,20.550303197734,49.061607366319,764.80107519303,-8.9787519874259,  -0.618537671995143E+000
-3.7858880227311e-05,-3.7858880227311e-05,1.9297618246527,2.5674793778692e-14,20.550303197734,49.061607366319,764.80107519303,-8.9787519874259,  -0.618537671995158E+000
3.7858880227311e-05,3.7858880227311e-05,1.9296861068923,2.5674793778692e-14,20.552115934444,26.121897454652,754.30042455407,-8.9796496269981,  -0.618559322850595E+000
-3.7858880227311e-05,3.7858880227311e-05,1.9296861068923,2.5674793778692e-14,20.552115934444,26.121897454652,754.30042455407,-8.9796496269981,  -0.618559322850591E+000
3.7858880227311e-05,-3.7858880227311e-05,1.9296861068923,2.5674793778692e-14,20.552115934444,26.121897454652,754.30042455407,-8.9796496269981,  -0.618559322850591E+000
-3.7858880227311e-05,-3.7858880227311e-05,1.9296861068923,2.5674793778692e-14,20.552115934444,26.121897454652,754.30042455407,-8.9796496269981,  -0.618559322850595E+000
